Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Blake Griffin,PF,23,LAC,80,80,32.5,7.2,13.4,0.538,0.1,0.4,0.179,7.2,13.1,0.548,0.541,3.5,5.3,0.66,2.3,6,8.3,3.7,1.2,0.6,2.3,2.9,18
James Harden,SG,23,HOU,78,78,38.3,7.5,17.1,0.438,2.3,6.2,0.368,5.2,10.9,0.477,0.504,8.6,10.2,0.851,0.8,4.1,4.9,5.8,1.8,0.5,3.8,2.3,25.9
Jrue Holiday,PG,22,PHI,78,78,37.5,7.1,16.5,0.431,1.2,3.2,0.368,5.9,13.3,0.446,0.466,2.3,3.1,0.752,1.1,3.1,4.2,8,1.6,0.4,3.7,2.2,17.7
Dwight Howard,C,27,LAL,76,76,35.8,6.2,10.7,0.578,0,0.1,0.167,6.2,10.6,0.581,0.579,4.7,9.5,0.492,3.3,9.1,12.4,1.4,1.1,2.4,3,3.8,17.1
Kyrie Irving,PG,20,CLE,59,59,34.7,8.2,18.1,0.452,1.8,4.7,0.391,6.4,13.4,0.474,0.503,4.2,4.9,0.855,0.6,3.1,3.7,5.9,1.5,0.4,3.2,2.5,22.5
LeBron James,PF,28,MIA,76,76,37.9,10.1,17.8,0.565,1.4,3.3,0.406,8.7,14.5,0.602,0.603,5.3,7,0.753,1.3,6.8,8,7.3,1.7,0.9,3,1.4,26.8
David Lee,PF,29,GSW,79,79,36.8,7.6,14.7,0.519,0,0.1,0,7.6,14.6,0.521,0.519,3.2,4.1,0.797,2.8,8.5,11.2,3.5,0.8,0.3,2.6,3.1,18.5
Brook Lopez,C,24,BRK,74,74,30.4,7.7,14.8,0.521,0,0,0,7.7,14.8,0.522,0.521,4,5.3,0.758,2.8,4.1,6.9,0.9,0.4,2.1,1.8,2.1,19.4
Joakim Noah,C,27,CHI,66,64,36.8,4.6,9.5,0.481,0,0.1,0,4.6,9.5,0.485,0.481,2.7,3.6,0.751,3.9,7.2,11.1,4,1.2,2.1,2.7,2.8,11.9
Tony Parker,PG,30,SAS,66,66,32.9,7.9,15.1,0.522,0.4,1,0.353,7.5,14,0.534,0.534,4.2,5,0.845,0.3,2.7,3,7.6,0.8,0.1,2.6,1.4,20.3
Chris Paul,PG,27,LAC,70,70,33.4,5.9,12.2,0.481,1.1,3.3,0.328,4.8,8.9,0.538,0.526,4.1,4.6,0.885,0.8,3,3.7,9.7,2.4,0.1,2.3,2,16.9
Zach Randolph,PF,31,MEM,76,75,34.3,6.2,13.5,0.46,0,0.3,0.087,6.2,13.2,0.469,0.461,3,3.9,0.75,4.1,7.2,11.2,1.4,0.8,0.4,2,2.4,15.4
Rajon Rondo,PG,26,BOS,38,38,37.4,5.9,12.2,0.484,0.3,1.3,0.24,5.6,10.9,0.513,0.497,1.6,2.4,0.645,1.1,4.4,5.6,11.1,1.8,0.2,3.9,2.5,13.7
Dwyane Wade,SG,31,MIA,69,69,34.7,8.2,15.8,0.521,0.2,1,0.258,8,14.9,0.537,0.528,4.5,6.2,0.725,1.2,3.7,5,5.1,1.9,0.8,2.8,2,21.2
Russell Westbrook,PG,24,OKC,82,82,34.9,8.2,18.7,0.438,1.2,3.7,0.323,7,15.1,0.466,0.47,5.6,7,0.8,1.4,3.9,5.2,7.4,1.8,0.3,3.3,2.3,23.2
